age,gender,isMarried,race,religion,priceRange,district,imagePath
20-25,female,true,Sinhala,Buddhism,0-2000,Colombo,21
20-25,female,true,Sinhala,Catholic,0-2000,Colombo,26
25-30,male,false,Tamil,Catholic,0-2000,Kurunegala,20
20-25,male,false,Sinhala,Catholic,0-2000,Gampaha,10
20-25,female,true,Sinhala,Buddhism,0-2000,Kandy,27
30-35,female,true,Tamil,Hindu,0-2000,Gampaha,31
25-30,female,true,Muslim,Islam,2000-4000,Colombo,70
20-25,male,false,Tamil,Catholic,0-2000,Gampaha,10
30-35,female,false,Muslim,Islam,2000-4000,Kalutara,70
25-30,female,false,Tamil,Hindu,2000-4000,Gampaha,62
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,4
20-25,male,false,Sinhala,Buddhism,0-2000,Kandy,7
25-30,female,false,Tamil,Hindu,2000-4000,Colombo,58
20-25,female,true,Muslim,Islam,2000-4000,Gampaha,65
20-25,male,false,Sinhala,Catholic,0-2000,Colombo,10
20-25,male,false,Tamil,Catholic,0-2000,Kurunegala,12
25-30,female,false,Tamil,Hindu,2000-4000,Kurunegala,56
25-30,female,true,Sinhala,Catholic,0-2000,Gampaha,37
25-30,female,true,Sinhala,Buddhism,0-2000,Gampaha,38
20-25,female,true,Sinhala,Catholic,0-2000,Kalutara,29
25-30,female,false,Tamil,Hindu,2000-4000,Kurunegala,63
20-25,male,false,Tamil,Catholic,0-2000,Kandy,4
20-25,male,false,Sinhala,Catholic,0-2000,Gampaha,3
20-25,male,false,Tamil,Hindu,0-2000,Gampaha,13
25-30,female,true,Sinhala,Catholic,0-2000,Kurunegala,31
25-30,male,true,Sinhala,Buddhism,0-2000,Colombo,49
20-25,female,true,Sinhala,Buddhism,0-2000,Kandy,22
30-35,male,true,Sinhala,Buddhism,0-2000,Kalutara,49
25-30,male,true,Tamil,Catholic,0-2000,Kurunegala,1
25-30,male,false,Tamil,Catholic,0-2000,Kurunegala,11
20-25,female,true,Sinhala,Catholic,0-2000,Kalutara,24
30-35,female,false,Sinhala,Buddhism,2000-4000,Gampaha,59
20-25,male,false,Tamil,Catholic,0-2000,Kurunegala,3
30-35,male,true,Sinhala,Buddhism,2000-4000,Gampaha,43
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,48
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,19
25-30,female,true,Muslim,Islam,2000-4000,Kandy,70
25-30,female,true,Sinhala,Catholic,0-2000,Kalutara,38
30-35,male,true,Sinhala,Buddhism,2000-4000,Kandy,41
30-35,female,false,Tamil,Hindu,2000-4000,Kurunegala,63
30-35,female,true,Muslim,Islam,2000-4000,Gampaha,65
25-30,female,true,Sinhala,Buddhism,2000-4000,Kalutara,60
25-30,male,false,Tamil,Hindu,0-2000,Kurunegala,9
25-30,female,true,Sinhala,Buddhism,0-2000,Colombo,35
25-30,male,false,Tamil,Hindu,0-2000,Kalutara,12
20-25,female,true,Sinhala,Buddhism,0-2000,Kandy,29
30-35,female,true,Tamil,Hindu,2000-4000,Gampaha,58
20-25,male,false,Tamil,Hindu,0-2000,Gampaha,19
25-30,female,true,Sinhala,Buddhism,2000-4000,Kalutara,56
20-25,male,false,Sinhala,Buddhism,0-2000,Kandy,7
20-25,male,false,Tamil,Hindu,0-2000,Kandy,7
30-35,female,false,Tamil,Hindu,0-2000,Kalutara,37
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,11
25-30,female,false,Sinhala,Buddhism,0-2000,Kurunegala,34
25-30,male,false,Tamil,Hindu,0-2000,Kurunegala,2
20-25,male,true,Tamil,Hindu,0-2000,Kandy,17
25-30,female,false,Tamil,Hindu,2000-4000,Kalutara,60
25-30,female,false,Tamil,Hindu,2000-4000,Colombo,56
25-30,female,true,Tamil,Hindu,0-2000,Gampaha,28
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,19
30-35,male,true,Sinhala,Buddhism,2000-4000,Kandy,43
30-35,female,true,Muslim,Islam,2000-4000,Gampaha,69
25-30,male,false,Tamil,Catholic,0-2000,Colombo,15
30-35,female,true,Muslim,Islam,2000-4000,Gampaha,67
20-25,male,false,Sinhala,Buddhism,0-2000,Colombo,1
30-35,female,true,Muslim,Islam,2000-4000,Gampaha,67
20-25,male,false,Tamil,Hindu,0-2000,Colombo,11
25-30,female,true,Tamil,Hindu,0-2000,Gampaha,24
30-35,female,false,Tamil,Hindu,2000-4000,Kandy,61
25-30,female,false,Sinhala,Buddhism,2000-4000,Kurunegala,59
25-30,female,true,Muslim,Islam,2000-4000,Gampaha,70
25-30,female,true,Muslim,Islam,2000-4000,Colombo,72
25-30,female,true,Sinhala,Buddhism,0-2000,Colombo,33
30-35,female,true,Muslim,Islam,2000-4000,Kandy,68
20-25,male,false,Sinhala,Catholic,0-2000,Colombo,7
30-35,female,false,Muslim,Islam,2000-4000,Kandy,71
20-25,male,false,Tamil,Catholic,0-2000,Colombo,15
30-35,male,true,Sinhala,Buddhism,0-2000,Kalutara,48
25-30,female,false,Tamil,Hindu,2000-4000,Kandy,56
20-25,female,true,Muslim,Islam,2000-4000,Gampaha,64
25-30,female,true,Sinhala,Buddhism,0-2000,Kurunegala,35
20-25,female,true,Sinhala,Buddhism,0-2000,Kalutara,21
20-25,male,false,Sinhala,Catholic,0-2000,Colombo,14
30-35,male,true,Sinhala,Buddhism,2000-4000,Gampaha,51
30-35,female,true,Tamil,Hindu,0-2000,Gampaha,35
20-25,male,false,Tamil,Hindu,0-2000,Kurunegala,19
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,49
20-25,male,false,Sinhala,Catholic,0-2000,Gampaha,15
25-30,female,true,Tamil,Hindu,0-2000,Kandy,23
30-35,male,true,Sinhala,Buddhism,0-2000,Kandy,46
20-25,male,false,Tamil,Hindu,0-2000,Gampaha,1
20-25,male,false,Sinhala,Buddhism,0-2000,Colombo,6
20-25,female,false,Muslim,Islam,2000-4000,Kurunegala,68
20-25,male,false,Tamil,Catholic,0-2000,Kurunegala,15
25-30,male,true,Tamil,Hindu,2000-4000,Gampaha,44
30-35,male,true,Sinhala,Buddhism,0-2000,Gampaha,49
30-35,male,false,Sinhala,Buddhism,0-2000,Kurunegala,48
30-35,male,true,Sinhala,Buddhism,0-2000,Kalutara,50
30-35,female,true,Muslim,Islam,2000-4000,Kurunegala,65
25-30,female,true,Tamil,Hindu,2000-4000,Kurunegala,62
25-30,female,false,Sinhala,Buddhism,2000-4000,Kandy,54
25-30,female,true,Tamil,Hindu,0-2000,Kurunegala,28
25-30,female,true,Sinhala,Buddhism,0-2000,Kurunegala,38
30-35,female,false,Sinhala,Buddhism,2000-4000,Kurunegala,62
20-25,male,false,Sinhala,Buddhism,0-2000,Gampaha,13
20-25,female,true,Sinhala,Buddhism,0-2000,Kalutara,26
30-35,female,true,Muslim,Islam,2000-4000,Kalutara,72
30-35,female,false,Tamil,Hindu,2000-4000,Gampaha,61
25-30,female,true,Tamil,Hindu,0-2000,Colombo,25
25-30,female,false,Tamil,Hindu,2000-4000,Colombo,61
20-25,male,false,Sinhala,Buddhism,0-2000,Kurunegala,18
25-30,female,true,Sinhala,Buddhism,0-2000,Colombo,34
25-30,male,false,Tamil,Catholic,0-2000,Colombo,14
30-35,female,false,Muslim,Islam,2000-4000,Kandy,67
30-35,female,false,Tamil,Hindu,0-2000,Kalutara,39
30-35,male,false,Sinhala,Buddhism,2000-4000,Kurunegala,52
30-35,female,false,Sinhala,Buddhism,2000-4000,Colombo,63
30-35,male,true,Sinhala,Buddhism,2000-4000,Kalutara,51
25-30,female,true,Muslim,Islam,2000-4000,Colombo,72
25-30,female,true,Muslim,Islam,2000-4000,Kalutara,69
25-30,female,false,Sinhala,Buddhism,2000-4000,Kurunegala,55
25-30,female,false,Sinhala,Buddhism,0-2000,Kurunegala,37
30-35,female,true,Sinhala,Buddhism,2000-4000,Colombo,60
30-35,female,false,Sinhala,Buddhism,2000-4000,Colombo,54
30-35,female,true,Tamil,Hindu,0-2000,Kandy,34
30-35,female,false,Tamil,Hindu,2000-4000,Kurunegala,63
20-25,male,false,Sinhala,Catholic,0-2000,Gampaha,19
20-25,male,false,Tamil,Hindu,0-2000,Gampaha,3
20-25,female,true,Sinhala,Buddhism,0-2000,Gampaha,26
20-25,female,true,Sinhala,Buddhism,0-2000,Kandy,28
25-30,male,false,Tamil,Hindu,0-2000,Kalutara,20
30-35,female,true,Tamil,Hindu,2000-4000,Colombo,57
20-25,male,false,Tamil,Catholic,0-2000,Gampaha,18
30-35,female,true,Tamil,Hindu,0-2000,Colombo,33
20-25,male,false,Tamil,Catholic,0-2000,Kalutara,16
25-30,female,true,Muslim,Islam,2000-4000,Colombo,70
30-35,male,false,Sinhala,Catholic,2000-4000,Gampaha,41
25-30,male,false,Tamil,Hindu,0-2000,Gampaha,9
30-35,female,false,Muslim,Islam,2000-4000,Kandy,66
20-25,male,false,Sinhala,Buddhism,0-2000,Kandy,11
30-35,female,false,Tamil,Hindu,2000-4000,Kandy,55
30-35,female,true,Muslim,Islam,2000-4000,Colombo,69
25-30,female,false,Sinhala,Buddhism,0-2000,Kurunegala,34
25-30,male,true,Sinhala,Buddhism,0-2000,Gampaha,46
25-30,male,false,Tamil,Catholic,0-2000,Kalutara,16
25-30,male,false,Tamil,Hindu,0-2000,Kalutara,9
20-25,male,false,Tamil,Hindu,0-2000,Kandy,1
20-25,female,true,Muslim,Islam,2000-4000,Kalutara,64
20-25,female,true,Sinhala,Buddhism,0-2000,Kandy,28
20-25,female,true,Sinhala,Buddhism,0-2000,Kalutara,24
25-30,female,true,Muslim,Islam,2000-4000,Colombo,72
25-30,female,true,Tamil,Hindu,0-2000,Colombo,21
20-25,female,true,Muslim,Islam,2000-4000,Kalutara,64
30-35,female,true,Tamil,Hindu,0-2000,Kandy,32
30-35,male,true,Sinhala,Buddhism,2000-4000,Gampaha,42
30-35,male,true,Sinhala,Buddhism,0-2000,Kandy,49
30-35,female,true,Sinhala,Buddhism,2000-4000,Colombo,56
20-25,male,false,Tamil,Hindu,0-2000,Kurunegala,5
30-35,male,true,Sinhala,Buddhism,2000-4000,Kandy,51
30-35,male,true,Sinhala,Buddhism,0-2000,Colombo,47
25-30,female,true,Tamil,Hindu,2000-4000,Colombo,60
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,48
20-25,female,false,Muslim,Islam,2000-4000,Gampaha,64
25-30,male,false,Tamil,Catholic,0-2000,Kurunegala,9
25-30,female,true,Muslim,Islam,2000-4000,Kurunegala,71
25-30,female,true,Sinhala,Buddhism,0-2000,Kurunegala,37
20-25,female,true,Sinhala,Buddhism,0-2000,Colombo,26
25-30,male,false,Tamil,Hindu,0-2000,Kurunegala,6
30-35,female,true,Muslim,Islam,2000-4000,Kurunegala,65
30-35,female,false,Tamil,Hindu,0-2000,Gampaha,37
20-25,male,false,Tamil,Catholic,0-2000,Gampaha,5
25-30,male,false,Tamil,Hindu,0-2000,Kurunegala,14
20-25,male,false,Tamil,Hindu,0-2000,Gampaha,13
20-25,male,false,Sinhala,Buddhism,0-2000,Gampaha,3
30-35,male,true,Muslim,Islam,2000-4000,Kandy,52
30-35,male,true,Sinhala,Buddhism,0-2000,Gampaha,50
20-25,male,false,Tamil,Hindu,0-2000,Kandy,8
25-30,female,true,Muslim,Islam,2000-4000,Kurunegala,70
20-25,female,true,Sinhala,Catholic,0-2000,Kalutara,28
25-30,female,true,Tamil,Hindu,0-2000,Kurunegala,30
20-25,male,false,Sinhala,Buddhism,0-2000,Kurunegala,6
25-30,male,true,Sinhala,Buddhism,0-2000,Gampaha,47
25-30,female,true,Sinhala,Buddhism,0-2000,Kandy,34
25-30,male,true,Tamil,Hindu,2000-4000,Kalutara,41
30-35,male,true,Sinhala,Buddhism,0-2000,Gampaha,50
30-35,female,false,Sinhala,Buddhism,2000-4000,Kalutara,62
25-30,male,false,Tamil,Hindu,0-2000,Gampaha,2
20-25,male,true,Tamil,Hindu,0-2000,Colombo,16
20-25,female,true,Sinhala,Catholic,0-2000,Gampaha,29
30-35,female,true,Tamil,Hindu,2000-4000,Gampaha,56
25-30,male,false,Tamil,Hindu,0-2000,Kalutara,16
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,47
20-25,male,false,Sinhala,Buddhism,0-2000,Kurunegala,6
30-35,female,false,Sinhala,Buddhism,2000-4000,Colombo,59
20-25,male,false,Sinhala,Buddhism,0-2000,Gampaha,4
30-35,male,true,Sinhala,Buddhism,2000-4000,Gampaha,51
30-35,male,false,Sinhala,Buddhism,2000-4000,Gampaha,41
20-25,female,true,Sinhala,Buddhism,0-2000,Kurunegala,22
30-35,female,false,Sinhala,Buddhism,2000-4000,Kandy,57
20-25,male,false,Tamil,Catholic,0-2000,Kalutara,2
25-30,male,false,Tamil,Catholic,0-2000,Kalutara,8
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,49
25-30,female,true,Tamil,Hindu,0-2000,Gampaha,27
30-35,female,true,Muslim,Islam,2000-4000,Gampaha,66
25-30,male,true,Tamil,Catholic,0-2000,Colombo,11
20-25,female,true,Sinhala,Buddhism,0-2000,Gampaha,29
30-35,male,true,Sinhala,Buddhism,2000-4000,Kandy,51
25-30,female,true,Tamil,Hindu,0-2000,Gampaha,22
30-35,male,true,Sinhala,Buddhism,2000-4000,Colombo,43
30-35,female,false,Muslim,Islam,2000-4000,Colombo,64
25-30,male,false,Tamil,Hindu,0-2000,Kandy,6
20-25,male,false,Tamil,Catholic,0-2000,Colombo,20
30-35,male,true,Sinhala,Catholic,2000-4000,Gampaha,45
20-25,female,true,Muslim,Islam,2000-4000,Gampaha,66
30-35,female,false,Sinhala,Buddhism,2000-4000,Gampaha,58
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,13
30-35,female,false,Tamil,Hindu,0-2000,Kandy,31
30-35,female,false,Muslim,Islam,2000-4000,Kandy,65
20-25,female,true,Sinhala,Catholic,0-2000,Colombo,27
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,1
30-35,male,true,Sinhala,Buddhism,0-2000,Kalutara,46
30-35,female,false,Sinhala,Buddhism,2000-4000,Kalutara,58
30-35,female,false,Tamil,Hindu,2000-4000,Kalutara,58
20-25,male,false,Sinhala,Buddhism,0-2000,Kandy,7
25-30,male,false,Tamil,Catholic,0-2000,Kalutara,12
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,1
25-30,male,true,Sinhala,Buddhism,0-2000,Gampaha,49
30-35,female,true,Sinhala,Buddhism,2000-4000,Kalutara,59
25-30,female,true,Sinhala,Catholic,0-2000,Kandy,33
25-30,female,false,Sinhala,Buddhism,2000-4000,Gampaha,59
25-30,male,true,Sinhala,Buddhism,2000-4000,Gampaha,51
20-25,female,false,Muslim,Islam,2000-4000,Kalutara,67
25-30,female,false,Muslim,Islam,2000-4000,Gampaha,71
25-30,female,true,Sinhala,Buddhism,0-2000,Kandy,37
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,18
30-35,female,false,Tamil,Hindu,2000-4000,Gampaha,58
25-30,female,true,Sinhala,Buddhism,0-2000,Kalutara,37
20-25,female,false,Sinhala,Buddhism,0-2000,Kandy,23
30-35,male,true,Sinhala,Buddhism,2000-4000,Kalutara,51
20-25,male,false,Sinhala,Catholic,0-2000,Kurunegala,19
20-25,male,false,Tamil,Hindu,0-2000,Kandy,2
30-35,female,false,Muslim,Islam,2000-4000,Colombo,64
25-30,female,false,Tamil,Hindu,0-2000,Colombo,26
25-30,male,true,Tamil,Catholic,0-2000,Colombo,2
20-25,male,false,Sinhala,Catholic,0-2000,Kalutara,10
20-25,female,true,Sinhala,Buddhism,0-2000,Kurunegala,29
25-30,female,false,Sinhala,Buddhism,0-2000,Gampaha,31
25-30,female,true,Sinhala,Catholic,0-2000,Gampaha,32
20-25,female,false,Sinhala,Buddhism,0-2000,Colombo,25
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,47
25-30,male,true,Sinhala,Buddhism,0-2000,Gampaha,48
20-25,male,false,Sinhala,Buddhism,0-2000,Kurunegala,3
20-25,male,true,Sinhala,Buddhism,0-2000,Colombo,8
25-30,female,false,Tamil,Hindu,2000-4000,Gampaha,57
30-35,female,true,Tamil,Hindu,0-2000,Kurunegala,38
20-25,male,false,Sinhala,Buddhism,0-2000,Gampaha,12
30-35,female,false,Tamil,Hindu,2000-4000,Kurunegala,59
25-30,male,true,Tamil,Hindu,0-2000,Kandy,1
20-25,male,false,Tamil,Hindu,0-2000,Gampaha,20
25-30,female,true,Tamil,Hindu,0-2000,Colombo,24
30-35,female,false,Tamil,Hindu,2000-4000,Gampaha,62
25-30,female,false,Sinhala,Catholic,0-2000,Kandy,35
30-35,male,true,Sinhala,Buddhism,2000-4000,Kurunegala,42
25-30,female,false,Muslim,Islam,2000-4000,Colombo,72
25-30,male,false,Tamil,Hindu,0-2000,Kalutara,13
20-25,male,true,Sinhala,Buddhism,0-2000,Gampaha,20
20-25,female,true,Sinhala,Buddhism,0-2000,Kurunegala,26
20-25,female,true,Muslim,Islam,2000-4000,Kurunegala,66
20-25,female,true,Sinhala,Catholic,0-2000,Gampaha,21
20-25,male,false,Sinhala,Buddhism,0-2000,Colombo,16
25-30,female,true,Sinhala,Buddhism,2000-4000,Kandy,60
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,17
25-30,male,false,Tamil,Hindu,2000-4000,Kandy,45
30-35,female,false,Muslim,Islam,2000-4000,Kurunegala,65
30-35,male,true,Sinhala,Buddhism,2000-4000,Kandy,52
25-30,female,true,Sinhala,Buddhism,0-2000,Kalutara,36
30-35,female,false,Tamil,Hindu,2000-4000,Kalutara,59
20-25,female,true,Sinhala,Buddhism,0-2000,Kurunegala,25
25-30,female,false,Sinhala,Buddhism,0-2000,Gampaha,36
25-30,female,true,Tamil,Hindu,0-2000,Kandy,23
30-35,female,true,Tamil,Hindu,0-2000,Kurunegala,33
30-35,female,true,Tamil,Hindu,2000-4000,Colombo,62
20-25,female,false,Muslim,Islam,2000-4000,Kandy,65
20-25,male,true,Sinhala,Buddhism,0-2000,Kandy,2
20-25,male,true,Sinhala,Buddhism,0-2000,Gampaha,7
30-35,female,false,Tamil,Hindu,2000-4000,Kandy,55
20-25,male,false,Tamil,Hindu,0-2000,Kurunegala,15
25-30,female,true,Tamil,Hindu,0-2000,Kalutara,25
20-25,male,true,Sinhala,Buddhism,0-2000,Kandy,4
25-30,male,true,Sinhala,Buddhism,0-2000,Gampaha,48
30-35,male,true,Sinhala,Buddhism,2000-4000,Colombo,42
30-35,male,true,Sinhala,Buddhism,2000-4000,Colombo,52
20-25,female,false,Sinhala,Buddhism,0-2000,Kandy,23
20-25,male,false,Tamil,Hindu,0-2000,Kandy,7
20-25,female,false,Muslim,Islam,2000-4000,Kurunegala,68
20-25,male,false,Tamil,Hindu,0-2000,Gampaha,9
30-35,male,true,Sinhala,Buddhism,0-2000,Kandy,47
25-30,female,true,Muslim,Islam,2000-4000,Gampaha,70
20-25,male,true,Sinhala,Catholic,0-2000,Gampaha,1
30-35,female,true,Tamil,Hindu,0-2000,Kandy,34
30-35,male,true,Sinhala,Buddhism,2000-4000,Gampaha,41
30-35,male,true,Sinhala,Buddhism,2000-4000,Gampaha,42
30-35,female,true,Muslim,Islam,2000-4000,Colombo,67
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,50
20-25,male,false,Tamil,Hindu,0-2000,Gampaha,2
20-25,male,true,Sinhala,Buddhism,0-2000,Kalutara,6
30-35,male,true,Sinhala,Buddhism,2000-4000,Gampaha,42
30-35,male,true,Sinhala,Buddhism,2000-4000,Kalutara,51
30-35,male,true,Sinhala,Buddhism,0-2000,Kandy,50
25-30,female,true,Tamil,Hindu,2000-4000,Colombo,54
25-30,male,true,Sinhala,Buddhism,2000-4000,Kalutara,52
25-30,female,false,Tamil,Hindu,2000-4000,Colombo,61
20-25,male,false,Tamil,Catholic,0-2000,Gampaha,7
20-25,male,false,Sinhala,Catholic,0-2000,Gampaha,18
20-25,male,false,Tamil,Hindu,0-2000,Kurunegala,7
30-35,male,true,Sinhala,Buddhism,2000-4000,Kalutara,44
20-25,male,true,Tamil,Hindu,0-2000,Kandy,15
20-25,male,false,Sinhala,Buddhism,0-2000,Kandy,8
25-30,male,false,Tamil,Catholic,0-2000,Kalutara,8
25-30,female,false,Tamil,Hindu,2000-4000,Kandy,55
30-35,female,true,Muslim,Islam,2000-4000,Colombo,71
25-30,male,true,Sinhala,Buddhism,0-2000,Colombo,46
30-35,female,true,Tamil,Hindu,0-2000,Kurunegala,32
30-35,female,true,Tamil,Hindu,2000-4000,Gampaha,54
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,6
20-25,male,false,Tamil,Hindu,0-2000,Kurunegala,10
20-25,male,false,Sinhala,Buddhism,0-2000,Kurunegala,15
30-35,male,true,Sinhala,Buddhism,0-2000,Colombo,49
20-25,female,true,Sinhala,Buddhism,0-2000,Kalutara,27
30-35,female,false,Sinhala,Buddhism,2000-4000,Kurunegala,61
30-35,female,true,Muslim,Islam,2000-4000,Kurunegala,70
30-35,male,true,Sinhala,Buddhism,0-2000,Gampaha,49
30-35,male,true,Sinhala,Buddhism,0-2000,Colombo,47
25-30,female,true,Sinhala,Buddhism,0-2000,Kalutara,37
20-25,female,true,Sinhala,Catholic,0-2000,Kandy,27
30-35,female,false,Sinhala,Buddhism,2000-4000,Gampaha,59
30-35,female,true,Tamil,Hindu,0-2000,Gampaha,36
20-25,male,false,Sinhala,Buddhism,0-2000,Colombo,9
30-35,female,true,Muslim,Islam,2000-4000,Kalutara,68
20-25,male,false,Sinhala,Buddhism,0-2000,Kandy,9
20-25,male,false,Tamil,Hindu,0-2000,Kurunegala,8
25-30,female,true,Tamil,Hindu,0-2000,Kurunegala,28
30-35,male,true,Sinhala,Buddhism,0-2000,Kalutara,49
30-35,male,true,Sinhala,Buddhism,0-2000,Kandy,46
30-35,female,true,Tamil,Hindu,2000-4000,Colombo,61
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,48
20-25,male,true,Sinhala,Buddhism,0-2000,Colombo,15
30-35,male,true,Sinhala,Buddhism,2000-4000,Kandy,52
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,50
20-25,male,false,Sinhala,Catholic,0-2000,Colombo,14
30-35,male,true,Sinhala,Buddhism,0-2000,Gampaha,46
30-35,female,true,Tamil,Hindu,0-2000,Kalutara,34
30-35,female,false,Sinhala,Buddhism,2000-4000,Kalutara,58
25-30,female,true,Sinhala,Buddhism,2000-4000,Kandy,58
25-30,female,true,Sinhala,Buddhism,0-2000,Kurunegala,39
25-30,female,false,Tamil,Hindu,2000-4000,Colombo,61
20-25,female,true,Muslim,Islam,2000-4000,Kandy,68
30-35,male,true,Sinhala,Buddhism,0-2000,Colombo,46
25-30,female,false,Sinhala,Buddhism,0-2000,Kurunegala,35
30-35,female,true,Muslim,Islam,2000-4000,Kalutara,64
25-30,female,true,Sinhala,Buddhism,0-2000,Colombo,31
25-30,female,true,Sinhala,Buddhism,0-2000,Gampaha,37
30-35,female,true,Muslim,Islam,2000-4000,Colombo,69
20-25,male,false,Tamil,Hindu,0-2000,Kalutara,2
30-35,male,true,Sinhala,Buddhism,2000-4000,Kandy,42
30-35,female,true,Muslim,Islam,2000-4000,Colombo,72
30-35,female,true,Muslim,Islam,2000-4000,Colombo,70
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,48
30-35,female,true,Muslim,Islam,2000-4000,Kandy,71
30-35,female,false,Tamil,Hindu,0-2000,Colombo,36
20-25,male,false,Tamil,Hindu,0-2000,Kandy,14
25-30,male,false,Tamil,Catholic,0-2000,Kurunegala,2
25-30,female,true,Tamil,Hindu,0-2000,Kalutara,28
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,17
30-35,female,true,Sinhala,Buddhism,2000-4000,Kandy,60
20-25,male,false,Tamil,Hindu,0-2000,Colombo,17
20-25,male,false,Sinhala,Buddhism,0-2000,Gampaha,6
20-25,male,false,Tamil,Hindu,0-2000,Kurunegala,2
30-35,female,true,Tamil,Hindu,0-2000,Gampaha,35
25-30,female,false,Tamil,Hindu,2000-4000,Gampaha,62
20-25,male,false,Tamil,Catholic,0-2000,Kurunegala,18
25-30,female,true,Sinhala,Buddhism,0-2000,Gampaha,35
20-25,male,false,Sinhala,Buddhism,0-2000,Kandy,4
30-35,male,true,Sinhala,Buddhism,0-2000,Kurunegala,46
20-25,female,true,Sinhala,Catholic,0-2000,Gampaha,30
25-30,male,false,Tamil,Hindu,0-2000,Kurunegala,5
30-35,female,false,Muslim,Islam,2000-4000,Kandy,68
25-30,male,false,Tamil,Catholic,0-2000,Kalutara,6
30-35,male,false,Sinhala,Buddhism,0-2000,Colombo,50
20-25,male,false,Tamil,Catholic,0-2000,Kandy,17
25-30,female,false,Sinhala,Catholic,0-2000,Kandy,36
25-30,female,true,Sinhala,Catholic,0-2000,Kalutara,38
20-25,male,false,Tamil,Hindu,0-2000,Kandy,4
30-35,female,true,Tamil,Hindu,0-2000,Gampaha,37
30-35,female,false,Tamil,Hindu,2000-4000,Kalutara,58
30-35,male,true,Sinhala,Catholic,2000-4000,Colombo,43
30-35,female,false,Sinhala,Buddhism,2000-4000,Gampaha,63
20-25,male,false,Tamil,Hindu,0-2000,Kandy,6
20-25,male,false,Tamil,Catholic,0-2000,Kalutara,14
25-30,female,true,Tamil,Hindu,0-2000,Kurunegala,26
20-25,female,true,Sinhala,Buddhism,0-2000,Kalutara,26
30-35,female,true,Tamil,Hindu,0-2000,Gampaha,32
25-30,female,false,Sinhala,Buddhism,0-2000,Colombo,34
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,18
30-35,male,true,Muslim,Islam,2000-4000,Kalutara,53
20-25,male,false,Sinhala,Catholic,0-2000,Kalutara,15
25-30,female,false,Tamil,Catholic,0-2000,Gampaha,25
30-35,male,true,Sinhala,Buddhism,0-2000,Kalutara,49
20-25,male,false,Sinhala,Catholic,0-2000,Kurunegala,15
25-30,male,false,Tamil,Catholic,0-2000,Kurunegala,6
30-35,female,true,Tamil,Hindu,0-2000,Kalutara,32
25-30,female,false,Sinhala,Buddhism,2000-4000,Colombo,61
30-35,male,true,Sinhala,Buddhism,2000-4000,Kandy,53
25-30,female,false,Tamil,Hindu,2000-4000,Kalutara,58
20-25,male,false,Tamil,Catholic,0-2000,Kalutara,5
20-25,male,false,Sinhala,Catholic,0-2000,Kandy,1
25-30,female,true,Sinhala,Buddhism,0-2000,Gampaha,34
20-25,male,false,Sinhala,Buddhism,0-2000,Kalutara,2
20-25,female,false,Sinhala,Buddhism,0-2000,Kurunegala,27
20-25,male,false,Sinhala,Catholic,0-2000,Colombo,19
20-25,male,false,Sinhala,Buddhism,0-2000,Kurunegala,13
30-35,female,true,Muslim,Islam,2000-4000,Kurunegala,69
30-35,female,true,Muslim,Islam,2000-4000,Kandy,70
30-35,female,false,Muslim,Islam,2000-4000,Kandy,69
30-35,female,false,Tamil,Hindu,2000-4000,Kandy,57
30-35,male,true,Sinhala,Buddhism,0-2000,Gampaha,46
20-25,female,true,Sinhala,Buddhism,0-2000,Kandy,26
20-25,female,false,Muslim,Islam,2000-4000,Kurunegala,68
25-30,male,false,Tamil,Catholic,0-2000,Kandy,16
25-30,female,true,Sinhala,Catholic,0-2000,Kurunegala,39
30-35,male,true,Muslim,Islam,2000-4000,Gampaha,53
25-30,female,true,Sinhala,Buddhism,0-2000,Gampaha,36
20-25,male,false,Sinhala,Buddhism,0-2000,Kurunegala,11
25-30,female,false,Sinhala,Buddhism,2000-4000,Kandy,63
25-30,female,true,Sinhala,Catholic,0-2000,Kalutara,36
20-25,male,false,Sinhala,Catholic,0-2000,Kurunegala,5
20-25,male,false,Tamil,Catholic,0-2000,Colombo,6
